shipment_id,origin_hub,destination_hub,distance_km,duration_minutes,road_type,weather_condition,traffic_level,shipment_priority,weight_kg,departure_hour,day_of_week,historical_delay_minutes,current_risk_level,rerouted_before,destination_delay_rate,risk_level
SHIP-15675,Jaipur Warehouse,Jhansi Hub,787.83,554,highway,Cloudy,high,standard,60.93,7,Monday,28,medium,0,0.3025,medium
SHIP-15676,Indore Delivery Hub,Delhi Warehouse Central,800.88,453,expressway,Partly Cloudy,moderate,express,299.56,15,Sunday,16,low,1,0.3928,medium
SHIP-15677,Gwalior Transit Hub,Jaipur Warehouse,784.41,1132,city_road,Light Rain,high,standard,50.83,9,Monday,61,medium,1,0.4504,high
SHIP-15678,Ujjain Hub,Jaipur Warehouse,696.84,774,state_road,Fog,moderate,standard,373.03,8,Monday,65,high,0,0.3764,high
SHIP-15679,Ujjain Hub,Gwalior Transit Hub,69.36,64,state_road,Cloudy,high,standard,32.81,7,Wednesday,49,medium,0,0.1432,medium
SHIP-15680,Agra Transit Hub,Bhopal Central Hub,667.48,959,city_road,Clear,moderate,critical,379.15,13,Tuesday,25,low,0,0.2581,medium
SHIP-15681,Indore Delivery Hub,Agra Transit Hub,415.31,263,highway,Clear,very_high,standard,441.86,22,Thursday,63,high,0,0.1192,high
SHIP-15682,Bhopal Central Hub,Kota Transit Hub,418.47,479,state_road,Partly Cloudy,moderate,standard,149.97,6,Tuesday,27,low,0,0.2735,low
SHIP-15683,Jhansi Hub,Jaipur Warehouse,567.68,349,highway,Cloudy,moderate,critical,389.37,10,Monday,26,medium,0,0.5593,high
SHIP-15684,Bhopal Central Hub,Kota Transit Hub,884.17,1491,city_road,Thunderstorm,high,standard,209.34,19,Thursday,113,critical,0,0.0377,critical
SHIP-15685,Jhansi Hub,Bhopal Central Hub,239.89,195,state_road,Partly Cloudy,moderate,standard,399.06,15,Thursday,20,low,1,0.2166,low
SHIP-15686,Indore Delivery Hub,Gwalior Transit Hub,904.0,548,expressway,Partly Cloudy,high,standard,343.44,16,Wednesday,48,medium,1,0.2219,medium
SHIP-15687,Jhansi Hub,Ujjain Hub,550.28,272,expressway,Cloudy,moderate,express,145.28,22,Tuesday,29,high,0,0.7876,high
SHIP-15688,Jaipur Warehouse,Delhi Warehouse Central,253.05,126,expressway,Thunderstorm,moderate,standard,97.67,7,Saturday,123,high,0,0.5277,critical
SHIP-15689,Agra Transit Hub,Gwalior Transit Hub,469.59,595,city_road,Partly Cloudy,high,express,457.46,11,Sunday,46,medium,0,0.2376,medium
SHIP-15690,Bhopal Central Hub,Ujjain Hub,52.02,48,state_road,Clear,moderate,critical,419.65,16,Tuesday,22,low,0,0.3292,medium
SHIP-15691,Jaipur Warehouse,Ujjain Hub,721.62,925,city_road,Clear,low,standard,330.29,14,Friday,8,low,0,0.2101,low
SHIP-15692,Bhopal Central Hub,Jhansi Hub,669.46,732,state_road,Cloudy,high,standard,175.34,6,Thursday,31,medium,0,0.2274,medium
SHIP-15693,Agra Transit Hub,Indore Delivery Hub,667.93,330,expressway,Rain,very_high,express,255.72,22,Monday,108,critical,0,0.6954,critical
SHIP-15694,Kota Transit Hub,Indore Delivery Hub,891.2,519,expressway,Partly Cloudy,moderate,standard,279.37,18,Friday,23,medium,0,0.3541,low
SHIP-15695,Jhansi Hub,Bhopal Central Hub,449.73,332,highway,Cloudy,high,standard,43.95,16,Saturday,45,medium,0,0.4915,medium
SHIP-15696,Indore Delivery Hub,Ujjain Hub,755.56,961,city_road,Light Rain,very_high,standard,486.14,22,Sunday,64,high,0,0.1576,high
SHIP-15697,Kota Transit Hub,Agra Transit Hub,116.14,183,city_road,Cloudy,moderate,express,46.82,12,Sunday,31,medium,0,0.4257,medium
SHIP-15698,Kota Transit Hub,Jaipur Warehouse,807.99,619,highway,Clear,very_high,standard,361.12,7,Friday,49,medium,0,0.1709,medium
SHIP-15699,Ujjain Hub,Jhansi Hub,425.69,283,expressway,Thunderstorm,moderate,standard,246.91,21,Thursday,103,critical,0,0.4899,critical
SHIP-15700,Delhi Warehouse Central,Jaipur Warehouse,607.82,299,expressway,Cloudy,high,standard,380.18,13,Friday,37,medium,1,0.1927,high
SHIP-15701,Jaipur Warehouse,Ujjain Hub,121.52,198,city_road,Rain,low,standard,131.2,22,Thursday,36,high,0,0.381,high
SHIP-15702,Jaipur Warehouse,Delhi Warehouse Central,896.17,1008,state_road,Light Rain,high,standard,198.16,7,Thursday,40,medium,0,0.4041,medium
SHIP-15703,Jaipur Warehouse,Indore Delivery Hub,539.15,338,expressway,Fog,high,standard,263.23,13,Friday,64,high,0,0.086,high
SHIP-15704,Jaipur Warehouse,Agra Transit Hub,476.14,344,highway,Cloudy,moderate,standard,61.25,4,Monday,17,high,0,0.2808,medium
SHIP-15705,Kota Transit Hub,Jhansi Hub,291.47,184,highway,Partly Cloudy,moderate,standard,426.07,11,Saturday,22,low,0,0.2576,low
SHIP-15706,Jaipur Warehouse,Ujjain Hub,126.2,79,highway,Partly Cloudy,high,standard,495.78,19,Friday,27,medium,0,0.2482,low
SHIP-15707,Delhi Warehouse Central,Jaipur Warehouse,292.26,414,city_road,Partly Cloudy,high,standard,209.38,10,Tuesday,39,medium,1,0.2406,medium
SHIP-15708,Gwalior Transit Hub,Indore Delivery Hub,760.03,1141,city_road,Partly Cloudy,low,express,189.03,3,Thursday,10,medium,0,0.1928,low
SHIP-15709,Agra Transit Hub,Indore Delivery Hub,572.88,961,city_road,Fog,high,standard,297.45,19,Monday,59,high,1,0.2967,high
SHIP-15710,Jaipur Warehouse,Gwalior Transit Hub,908.51,1125,city_road,Heavy Rain,low,standard,344.65,1,Sunday,63,high,0,0.3926,high
SHIP-15711,Indore Delivery Hub,Agra Transit Hub,230.74,146,highway,Partly Cloudy,high,standard,434.42,9,Saturday,30,medium,0,0.4006,low
SHIP-15712,Gwalior Transit Hub,Agra Transit Hub,261.8,164,highway,Partly Cloudy,moderate,critical,187.07,9,Wednesday,17,low,0,0.6109,medium
SHIP-15713,Indore Delivery Hub,Jhansi Hub,718.48,882,city_road,Clear,low,express,382.65,6,Sunday,9,low,0,0.4493,low
SHIP-15714,Indore Delivery Hub,Jaipur Warehouse,346.56,562,city_road,Heavy Rain,low,standard,120.8,23,Wednesday,48,high,0,0.2037,high
SHIP-15715,Bhopal Central Hub,Jaipur Warehouse,923.16,704,highway,Partly Cloudy,moderate,critical,340.54,11,Friday,28,low,0,0.1834,medium
SHIP-15716,Indore Delivery Hub,Gwalior Transit Hub,898.07,1169,city_road,Cloudy,high,standard,233.91,22,Sunday,39,high,0,0.6211,high
SHIP-15717,Jaipur Warehouse,Delhi Warehouse Central,680.86,923,city_road,Thunderstorm,low,standard,331.18,15,Wednesday,109,high,0,0.2886,high
SHIP-15718,Bhopal Central Hub,Ujjain Hub,191.85,233,city_road,Partly Cloudy,high,standard,190.52,9,Sunday,41,medium,0,0.0831,medium
SHIP-15719,Ujjain Hub,Jaipur Warehouse,637.41,1069,city_road,Rain,very_high,standard,147.88,7,Tuesday,68,high,0,0.0807,high
SHIP-15720,Kota Transit Hub,Ujjain Hub,253.22,149,expressway,Partly Cloudy,high,standard,243.51,7,Friday,29,medium,0,0.1364,low
SHIP-15721,Indore Delivery Hub,Bhopal Central Hub,200.51,269,city_road,Light Rain,moderate,express,447.66,4,Sunday,27,high,0,0.1235,medium
SHIP-15722,Delhi Warehouse Central,Kota Transit Hub,129.18,79,highway,Partly Cloudy,moderate,standard,337.75,3,Friday,17,medium,0,0.2345,low
SHIP-15723,Agra Transit Hub,Bhopal Central Hub,864.97,614,highway,Partly Cloudy,low,standard,306.22,20,Saturday,13,low,0,0.2798,low
SHIP-15724,Indore Delivery Hub,Delhi Warehouse Central,947.6,647,highway,Fog,low,standard,360.21,11,Monday,47,medium,0,0.353,medium
SHIP-15725,Ujjain Hub,Bhopal Central Hub,933.14,717,highway,Light Rain,high,standard,364.83,10,Thursday,54,medium,0,0.3284,medium
SHIP-15726,Jhansi Hub,Indore Delivery Hub,800.93,1435,city_road,Partly Cloudy,low,express,148.08,14,Sunday,11,low,0,0.0923,low
SHIP-15727,Ujjain Hub,Gwalior Transit Hub,279.06,143,expressway,Partly Cloudy,very_high,standard,117.14,12,Friday,43,medium,0,0.3062,medium
SHIP-15728,Jhansi Hub,Jaipur Warehouse,596.79,610,state_road,Clear,low,standard,255.06,0,Friday,7,medium,1,0.1844,low
SHIP-15729,Ujjain Hub,Jhansi Hub,953.62,985,state_road,Light Rain,low,express,74.77,4,Friday,31,medium,0,0.3929,high
SHIP-15730,Kota Transit Hub,Agra Transit Hub,175.59,187,state_road,Partly Cloudy,low,critical,237.9,5,Monday,14,medium,0,0.4337,medium
SHIP-15731,Agra Transit Hub,Bhopal Central Hub,273.18,259,state_road,Heavy Rain,high,express,346.83,12,Friday,84,critical,1,0.1005,critical
SHIP-15732,Ujjain Hub,Delhi Warehouse Central,576.39,423,highway,Partly Cloudy,moderate,standard,4.7,9,Saturday,26,low,1,0.4388,low
SHIP-15733,Jhansi Hub,Kota Transit Hub,411.96,685,city_road,Partly Cloudy,low,critical,56.46,11,Sunday,13,low,0,0.1934,low
SHIP-15734,Indore Delivery Hub,Delhi Warehouse Central,106.3,184,city_road,Rain,high,standard,481.11,2,Thursday,58,critical,0,0.3054,high
SHIP-15735,Kota Transit Hub,Indore Delivery Hub,266.46,237,state_road,Cloudy,very_high,standard,464.04,10,Thursday,60,medium,0,0.4569,high
SHIP-15736,Kota Transit Hub,Agra Transit Hub,895.23,759,state_road,Heavy Rain,moderate,express,209.54,23,Friday,54,critical,0,0.2605,critical
SHIP-15737,Indore Delivery Hub,Jhansi Hub,286.1,173,expressway,Cloudy,low,standard,295.43,23,Monday,12,medium,0,0.2416,low
SHIP-15738,Delhi Warehouse Central,Jaipur Warehouse,147.96,76,expressway,Clear,low,standard,78.49,14,Wednesday,7,low,0,0.1975,low
SHIP-15739,Bhopal Central Hub,Delhi Warehouse Central,543.66,268,expressway,Cloudy,high,critical,166.17,16,Sunday,39,medium,1,0.8024,critical
SHIP-15740,Agra Transit Hub,Bhopal Central Hub,794.05,502,highway,Clear,moderate,standard,396.67,4,Sunday,23,medium,0,0.2487,low
SHIP-15741,Agra Transit Hub,Ujjain Hub,942.72,1252,city_road,Partly Cloudy,very_high,standard,428.13,4,Sunday,42,high,0,0.1055,high
SHIP-15742,Delhi Warehouse Central,Agra Transit Hub,678.49,594,highway,Clear,moderate,standard,203.24,22,Friday,17,medium,0,0.1614,low
SHIP-15743,Bhopal Central Hub,Indore Delivery Hub,69.26,46,highway,Light Rain,low,express,156.22,10,Sunday,21,low,0,0.0302,low
SHIP-15744,Agra Transit Hub,Jhansi Hub,331.82,568,city_road,Clear,moderate,standard,341.16,7,Saturday,24,low,0,0.2185,low
SHIP-15745,Jhansi Hub,Delhi Warehouse Central,491.72,269,expressway,Partly Cloudy,high,standard,359.23,10,Friday,45,medium,0,0.2331,medium
SHIP-15746,Gwalior Transit Hub,Jhansi Hub,893.24,1441,city_road,Partly Cloudy,moderate,standard,491.92,22,Tuesday,19,medium,0,0.4089,medium
SHIP-15747,Gwalior Transit Hub,Indore Delivery Hub,692.13,586,state_road,Clear,very_high,standard,348.97,21,Sunday,45,medium,0,0.2494,medium
SHIP-15748,Agra Transit Hub,Delhi Warehouse Central,589.56,378,expressway,Clear,moderate,express,120.84,19,Saturday,20,medium,0,0.5065,medium
SHIP-15749,Jaipur Warehouse,Gwalior Transit Hub,634.28,876,city_road,Partly Cloudy,moderate,standard,30.93,14,Monday,18,low,0,0.1736,low
SHIP-15750,Agra Transit Hub,Bhopal Central Hub,498.65,339,highway,Clear,low,standard,129.54,8,Thursday,9,low,0,0.2133,low
SHIP-15751,Indore Delivery Hub,Bhopal Central Hub,466.99,804,city_road,Clear,low,express,114.1,17,Monday,7,low,0,0.5566,low
SHIP-15752,Indore Delivery Hub,Gwalior Transit Hub,747.54,457,expressway,Clear,moderate,standard,47.32,5,Monday,24,medium,0,0.4285,medium
SHIP-15753,Bhopal Central Hub,Agra Transit Hub,57.83,58,state_road,Heavy Rain,moderate,express,222.75,5,Friday,52,critical,0,0.425,critical
SHIP-15754,Kota Transit Hub,Indore Delivery Hub,657.78,499,highway,Light Rain,low,standard,144.78,10,Tuesday,18,low,0,0.4136,low
SHIP-15755,Jhansi Hub,Indore Delivery Hub,796.81,934,state_road,Cloudy,low,standard,462.62,19,Friday,14,medium,0,0.1874,low
SHIP-15756,Delhi Warehouse Central,Agra Transit Hub,340.03,319,state_road,Thunderstorm,moderate,standard,202.55,2,Monday,128,critical,0,0.4213,critical
SHIP-15757,Agra Transit Hub,Indore Delivery Hub,253.7,224,highway,Clear,high,standard,438.43,10,Friday,32,medium,1,0.0151,medium
SHIP-15758,Jhansi Hub,Gwalior Transit Hub,855.0,1412,city_road,Partly Cloudy,moderate,express,154.06,2,Sunday,26,medium,0,0.0992,medium
SHIP-15759,Delhi Warehouse Central,Jaipur Warehouse,905.27,1324,city_road,Heavy Rain,moderate,express,415.91,17,Saturday,75,high,0,0.1441,high
SHIP-15760,Indore Delivery Hub,Bhopal Central Hub,780.9,659,state_road,Light Rain,low,standard,227.8,2,Sunday,29,medium,0,0.3259,medium
SHIP-15761,Ujjain Hub,Delhi Warehouse Central,215.89,270,city_road,Fog,high,express,17.15,19,Monday,74,high,0,0.2564,high
SHIP-15762,Jhansi Hub,Jaipur Warehouse,574.82,278,expressway,Thunderstorm,high,standard,243.99,9,Sunday,137,critical,0,0.2054,high
SHIP-15763,Gwalior Transit Hub,Ujjain Hub,419.56,397,state_road,Clear,low,standard,114.16,3,Thursday,7,medium,0,0.0969,low
SHIP-15764,Agra Transit Hub,Delhi Warehouse Central,400.91,463,state_road,Fog,high,express,154.41,22,Friday,82,critical,1,0.2677,critical
SHIP-15765,Bhopal Central Hub,Indore Delivery Hub,913.83,957,state_road,Thunderstorm,moderate,standard,342.49,3,Sunday,127,critical,0,0.4369,critical
SHIP-15766,Gwalior Transit Hub,Kota Transit Hub,242.54,122,expressway,Partly Cloudy,low,standard,265.22,23,Friday,12,medium,0,0.5687,low
SHIP-15767,Kota Transit Hub,Delhi Warehouse Central,284.19,255,state_road,Fog,moderate,standard,444.42,0,Thursday,53,high,0,0.2911,high
SHIP-15768,Jaipur Warehouse,Bhopal Central Hub,668.13,974,city_road,Clear,moderate,standard,468.04,16,Friday,19,low,1,0.2059,low
SHIP-15769,Delhi Warehouse Central,Bhopal Central Hub,321.33,575,city_road,Light Rain,high,standard,345.79,5,Monday,53,high,0,0.5529,high
SHIP-15770,Indore Delivery Hub,Jaipur Warehouse,408.92,710,city_road,Partly Cloudy,low,express,431.9,3,Wednesday,12,medium,0,0.4405,medium
SHIP-15771,Agra Transit Hub,Jhansi Hub,808.02,973,city_road,Clear,high,express,98.34,21,Friday,35,medium,0,0.2589,medium
SHIP-15772,Bhopal Central Hub,Kota Transit Hub,429.65,404,state_road,Cloudy,low,standard,40.56,8,Thursday,10,low,1,0.4254,low
SHIP-15773,Ujjain Hub,Indore Delivery Hub,462.66,278,expressway,Partly Cloudy,low,standard,167.15,9,Thursday,11,low,0,0.6089,low
SHIP-15774,Indore Delivery Hub,Kota Transit Hub,175.0,118,highway,Light Rain,moderate,standard,163.53,4,Wednesday,24,high,0,0.1951,medium
SHIP-15775,Agra Transit Hub,Gwalior Transit Hub,172.73,305,city_road,Cloudy,moderate,standard,332.88,7,Monday,17,medium,0,0.38,medium
SHIP-15776,Ujjain Hub,Gwalior Transit Hub,764.43,557,highway,Partly Cloudy,very_high,standard,420.34,17,Tuesday,63,medium,1,0.3144,high
SHIP-15777,Bhopal Central Hub,Gwalior Transit Hub,246.79,192,highway,Clear,moderate,express,149.14,23,Monday,18,medium,1,0.2662,medium
SHIP-15778,Jaipur Warehouse,Jhansi Hub,920.58,829,state_road,Light Rain,moderate,standard,212.96,7,Saturday,39,medium,0,0.3841,medium
SHIP-15779,Gwalior Transit Hub,Kota Transit Hub,675.99,1195,city_road,Heavy Rain,very_high,standard,53.37,17,Friday,83,critical,0,0.3767,critical
SHIP-15780,Gwalior Transit Hub,Delhi Warehouse Central,202.93,313,city_road,Light Rain,moderate,standard,206.96,6,Thursday,36,medium,1,0.3763,medium
SHIP-15781,Indore Delivery Hub,Jhansi Hub,464.05,605,city_road,Light Rain,low,express,107.99,7,Thursday,26,low,0,0.2161,low
SHIP-15782,Agra Transit Hub,Indore Delivery Hub,412.7,286,highway,Cloudy,moderate,express,191.85,6,Monday,29,medium,0,0.2007,medium
SHIP-15783,Agra Transit Hub,Gwalior Transit Hub,339.16,428,city_road,Partly Cloudy,very_high,standard,133.91,21,Monday,42,medium,0,0.1513,medium
SHIP-15784,Bhopal Central Hub,Ujjain Hub,60.41,85,city_road,Cloudy,high,standard,404.56,18,Friday,47,high,0,0.4874,high
SHIP-15785,Jaipur Warehouse,Gwalior Transit Hub,664.88,455,expressway,Fog,high,critical,3.03,10,Monday,83,high,0,0.0661,critical
SHIP-15786,Agra Transit Hub,Kota Transit Hub,120.87,144,state_road,Rain,high,standard,170.02,10,Sunday,49,high,0,0.1334,high
SHIP-15787,Bhopal Central Hub,Delhi Warehouse Central,133.46,161,city_road,Partly Cloudy,high,express,484.65,2,Wednesday,43,high,0,0.1846,high
SHIP-15788,Kota Transit Hub,Jhansi Hub,854.47,1502,city_road,Cloudy,high,standard,339.82,23,Wednesday,47,high,0,0.5907,high
SHIP-15789,Indore Delivery Hub,Kota Transit Hub,443.36,380,state_road,Cloudy,low,express,386.31,19,Tuesday,12,medium,0,0.5888,medium
SHIP-15790,Kota Transit Hub,Jhansi Hub,473.99,528,state_road,Light Rain,low,standard,430.08,12,Thursday,23,low,0,0.2504,low
SHIP-15791,Indore Delivery Hub,Gwalior Transit Hub,504.19,350,highway,Cloudy,moderate,critical,181.56,23,Friday,17,high,0,0.3541,high
SHIP-15792,Ujjain Hub,Agra Transit Hub,395.39,279,highway,Light Rain,high,express,33.91,9,Friday,44,medium,0,0.1261,high
SHIP-15793,Bhopal Central Hub,Delhi Warehouse Central,700.11,495,highway,Partly Cloudy,high,standard,205.93,5,Monday,44,high,0,0.2943,medium
SHIP-15794,Bhopal Central Hub,Delhi Warehouse Central,289.71,278,state_road,Partly Cloudy,moderate,standard,326.7,2,Thursday,24,medium,1,0.3709,medium
SHIP-15795,Jhansi Hub,Gwalior Transit Hub,693.33,443,expressway,Heavy Rain,low,standard,186.02,9,Tuesday,64,high,0,0.0901,high
SHIP-15796,Ujjain Hub,Kota Transit Hub,665.74,843,city_road,Partly Cloudy,low,critical,224.71,1,Tuesday,15,medium,0,0.3311,medium
SHIP-15797,Bhopal Central Hub,Jaipur Warehouse,863.51,1033,state_road,Fog,high,standard,412.93,0,Tuesday,69,critical,1,0.2219,critical
SHIP-15798,Agra Transit Hub,Bhopal Central Hub,744.14,525,expressway,Clear,low,standard,19.08,11,Saturday,9,low,0,0.3204,low
SHIP-15799,Indore Delivery Hub,Gwalior Transit Hub,663.1,586,state_road,Clear,high,standard,168.03,3,Sunday,34,high,0,0.6378,high
SHIP-15800,Kota Transit Hub,Ujjain Hub,150.62,102,expressway,Cloudy,low,standard,244.72,23,Thursday,13,medium,0,0.6589,medium
SHIP-15801,Indore Delivery Hub,Jhansi Hub,683.49,777,state_road,Rain,moderate,standard,150.29,19,Saturday,52,high,0,0.0958,high
SHIP-15802,Gwalior Transit Hub,Jhansi Hub,512.12,584,state_road,Rain,moderate,standard,223.47,23,Tuesday,46,high,0,0.0768,high
SHIP-15803,Jhansi Hub,Kota Transit Hub,621.52,348,expressway,Clear,high,express,201.48,23,Saturday,37,high,0,0.7046,high
SHIP-15804,Bhopal Central Hub,Jhansi Hub,842.89,468,expressway,Clear,moderate,standard,462.03,10,Saturday,14,low,0,0.2648,low
SHIP-15805,Jaipur Warehouse,Indore Delivery Hub,238.88,168,expressway,Cloudy,moderate,standard,247.07,0,Wednesday,22,high,0,0.3851,medium
SHIP-15806,Delhi Warehouse Central,Jhansi Hub,962.93,472,expressway,Partly Cloudy,moderate,standard,238.68,15,Monday,18,low,0,0.6644,low
SHIP-15807,Jhansi Hub,Delhi Warehouse Central,363.53,246,expressway,Partly Cloudy,very_high,standard,127.99,5,Tuesday,66,high,0,0.5203,high
SHIP-15808,Bhopal Central Hub,Jhansi Hub,397.44,200,expressway,Cloudy,moderate,standard,24.12,14,Wednesday,23,medium,0,0.1493,low
SHIP-15809,Kota Transit Hub,Bhopal Central Hub,343.0,206,expressway,Cloudy,low,standard,150.44,9,Sunday,14,low,0,0.3199,low
SHIP-15810,Bhopal Central Hub,Jaipur Warehouse,625.53,323,expressway,Partly Cloudy,high,standard,14.58,23,Wednesday,32,high,1,0.3742,high
SHIP-15811,Delhi Warehouse Central,Jaipur Warehouse,270.49,289,state_road,Clear,moderate,standard,413.56,7,Friday,22,low,0,0.1114,low
SHIP-15812,Kota Transit Hub,Bhopal Central Hub,186.92,126,expressway,Partly Cloudy,high,standard,102.94,16,Saturday,26,medium,0,0.247,low
SHIP-15813,Indore Delivery Hub,Delhi Warehouse Central,719.17,517,expressway,Clear,low,standard,455.69,23,Monday,8,medium,0,0.2695,low
SHIP-15814,Kota Transit Hub,Delhi Warehouse Central,770.01,847,state_road,Cloudy,low,standard,443.03,12,Sunday,17,low,1,0.0328,low
SHIP-15815,Jhansi Hub,Indore Delivery Hub,283.97,307,state_road,Heavy Rain,very_high,express,332.68,8,Friday,80,critical,0,0.1164,critical
SHIP-15816,Indore Delivery Hub,Jaipur Warehouse,611.36,476,highway,Clear,very_high,standard,431.41,5,Sunday,40,high,0,0.1807,high
SHIP-15817,Bhopal Central Hub,Kota Transit Hub,103.51,79,highway,Clear,moderate,standard,439.08,22,Thursday,22,medium,0,0.1646,low
SHIP-15818,Ujjain Hub,Jaipur Warehouse,313.4,211,expressway,Clear,low,standard,388.4,21,Wednesday,8,low,0,0.0522,low
SHIP-15819,Bhopal Central Hub,Indore Delivery Hub,335.84,195,expressway,Heavy Rain,moderate,standard,254.46,20,Saturday,60,critical,0,0.0989,high
SHIP-15820,Delhi Warehouse Central,Jhansi Hub,241.24,201,highway,Clear,low,standard,475.07,16,Sunday,9,low,0,0.0984,low
SHIP-15821,Ujjain Hub,Bhopal Central Hub,347.21,268,highway,Fog,moderate,standard,409.05,1,Friday,51,high,0,0.1869,high
SHIP-15822,Bhopal Central Hub,Kota Transit Hub,190.37,316,city_road,Partly Cloudy,moderate,standard,64.37,17,Monday,24,low,0,0.0424,low
SHIP-15823,Jaipur Warehouse,Agra Transit Hub,828.66,1080,city_road,Partly Cloudy,high,standard,210.53,15,Wednesday,43,medium,0,0.5339,medium
SHIP-15824,Jhansi Hub,Jaipur Warehouse,321.64,213,expressway,Clear,low,express,270.31,5,Tuesday,9,medium,0,0.5478,medium
SHIP-15825,Jaipur Warehouse,Agra Transit Hub,86.92,138,city_road,Cloudy,moderate,standard,265.18,2,Monday,27,high,1,0.2358,medium
SHIP-15826,Indore Delivery Hub,Kota Transit Hub,733.6,572,highway,Cloudy,high,express,190.39,2,Tuesday,33,high,0,0.2721,high
SHIP-15827,Gwalior Transit Hub,Jaipur Warehouse,308.9,162,expressway,Cloudy,high,standard,266.29,13,Thursday,31,medium,0,0.2474,medium
SHIP-15828,Bhopal Central Hub,Gwalior Transit Hub,421.12,501,state_road,Partly Cloudy,moderate,standard,47.4,9,Tuesday,29,low,0,0.3817,low
SHIP-15829,Agra Transit Hub,Kota Transit Hub,431.89,379,state_road,Partly Cloudy,moderate,critical,327.96,9,Tuesday,18,low,0,0.4511,medium
SHIP-15830,Agra Transit Hub,Bhopal Central Hub,914.9,574,highway,Partly Cloudy,high,standard,249.37,1,Thursday,32,high,0,0.3591,high
SHIP-15831,Kota Transit Hub,Agra Transit Hub,51.21,83,city_road,Partly Cloudy,high,standard,394.04,6,Thursday,32,medium,0,0.1749,medium
